"geno" "X1_280" "X1d_280" "X2_280" "X3_280" "X4_280" "X6_280" "X6d_280" "X7d_280" "X7_280" "X1d_320" "X2d_320" "X3d_320" "X3_320" "X4d_320" "p.COUM" "X6_320" "FERULIQ" "X9_320" "X5d_320" "X10_320" "X1d_360" "X2d_360" "X1_360" "X2_360" "X3d_360" "X4d_360" "X3_360" "X5d_360" "X6d_360" "Orient" "X7d_360" "HOMOO" "X8d_360" "ISOVIT" "X9d_360" "X10d_360" "X11d_360" "X8_360" "X10_360" "X11_360" "X14_360" "X15_360" "X16_360" "X17_360" "X18_360" "X22_360" "X23_360" "X24_360" "X25_360" "X28_360" "X29_360" "X30_360" "X31_360" "X32_360" "X33_360" "X34_360" "X35_360" "X36_360"
"TT06DC.38.49" 11.2666666666667 0 0 0 29.4666666666667 0 34.2333333333333 9.23333333333333 31.1666666666667 7.03333333333333 45.8333333333333 56.4333333333333 0 10.7333333333333 11.2666666666667 17.1333333333333 13.0333333333333 10.9666666666667 11.0333333333333 40.3666666666667 0 0 13.8333333333333 11.3 0 0 25.9666666666667 0 0 28.5 86 0 0 0 0 35.6333333333333 0 25.3333333333333 39.6666666666667 0 32.7 0 8.63333333333333 4.1 16.0666666666667 0 12 6.96666666666667 13.9666666666667 24.4 76.0333333333333 6.03333333333333 19.7333333333333 7.66666666666667 22.2 0 18.0333333333333 18.6
"TT06DC.38.50" 27.1333333333333 19.9 0 8.63333333333333 39.9666666666667 0 35.7666666666667 0 775.266666666667 14.8333333333333 66.2333333333333 67.9666666666667 8.36666666666667 0 29.4666666666667 0 35.6666666666667 9.8 7.53333333333333 17.6666666666667 1819.76666666667 164.733333333333 0 42.1333333333333 394.3 34.9333333333333 0 663.833333333333 29.2333333333333 22.3666666666667 125.9 189.7 87.6 72.1666666666667 110.833333333333 536.333333333333 64.8666666666667 18.5333333333333 19.7333333333333 0 23.2666666666667 6.76666666666667 0 0 26.1333333333333 0 0 0 0 0 12.2333333333333 0 0 0 0 0 0 0
"TT06DC.38.51" 21.9333333333333 0 12.7666666666667 6.26666666666667 26.8666666666667 16.8333333333333 11.9333333333333 0 26.1 9.7 58.7333333333333 64.5 0 8.4 27.6666666666667 23.0666666666667 28.5 12.5666666666667 12.1 23.9333333333333 0 0 0 0 0 0 0 0 0 0 57.3666666666667 0 0 0 0 0 0 13.9666666666667 6.1 21.8666666666667 21.2666666666667 0 5.4 0 7.96666666666667 8.66666666666667 5.46666666666667 11.6666666666667 7.63333333333333 18.1333333333333 28.1333333333333 5.4 11.2666666666667 6.36666666666667 12.4333333333333 3.66666666666667 6.3 7.96666666666667
"TT06DC.38.52" 56.9333333333333 0 9.7 5.43333333333333 18.4666666666667 0 0 0 1170.33333333333 0 9.2 38.6 0 11.9 22.4666666666667 0 16.0333333333333 0 0 13.7666666666667 169.933333333333 16.4333333333333 0 17.1 93.5 15.5 0 90.9666666666667 0 0 77.1 36.1333333333333 0 21.7333333333333 17.1333333333333 104.566666666667 12.7666666666667 16.2333333333333 14.9 0 22.8 0 0 0 14.7 0 5.63333333333333 0 4.66666666666667 10.5666666666667 21.1666666666667 0 6.26666666666667 0 6.23333333333333 0 0 0
"TT06DC.38.53" 7.03333333333333 0 6.43333333333333 0 27.2666666666667 9.26666666666667 25 0 125.633333333333 11.0666666666667 96 78.3333333333333 9.66666666666667 0 18.2333333333333 18.4 5.16666666666667 8.16666666666667 8.36666666666667 21.6666666666667 47.8333333333333 0 0 0 0 0 51.2666666666667 0 0 0 80.8666666666667 0 0 0 0 0 0 13.8 29.3 0 29.9 0 11.8666666666667 4.8 12.5 5.96666666666667 7.23333333333333 0 7.83333333333333 17.7666666666667 31.3333333333333 0 14.4 6.16666666666667 13.1666666666667 4.1 9.43333333333333 12.3666666666667
"TT06DC.38.54" 0 6.66666666666667 0 0 0 0 41.1666666666667 7.96666666666667 118.866666666667 25.7666666666667 62.0666666666667 59.4333333333333 0 0 24.6666666666667 0 0 0 5.6 11.8666666666667 1199.73333333333 134.633333333333 0 17.6 450.833333333333 23.9 0 30.5666666666667 0 340.333333333333 145.566666666667 92.8666666666667 45.2666666666667 47.9666666666667 81.5666666666667 263.6 39.8666666666667 13.1 13.8333333333333 0 23.2666666666667 0 0 0 19.8 0 0 0 0 5 18.8666666666667 0 0 0 0 0 0 0
"TT06DC.39.03" 17.5666666666667 15.0333333333333 9.43333333333333 0 36.3666666666667 5.26666666666667 40.1333333333333 0 32.0333333333333 7.7 57.3666666666667 63.5 0 10.4666666666667 25.2 19.8666666666667 0 0 5 38.8333333333333 124.733333333333 0 15.6333333333333 0 86.7333333333333 0 0 50.9333333333333 0 0 101.966666666667 0 0 0 23.5666666666667 88.4 15.5666666666667 21.3666666666667 5.76666666666667 31.9333333333333 29.1 0 10.8 0 11.5666666666667 6.76666666666667 7.56666666666667 0 7.03333333333333 10.8 34.0333333333333 7.9 20.3 9.33333333333333 21.6666666666667 0 24.1333333333333 25.2333333333333
"TT06DC.39.04" 14.9666666666667 10.3 0 0 44.8333333333333 11.1666666666667 0 0 77.5666666666667 18.6333333333333 123.466666666667 66.1 0 0 23.5 0 0 0 15.6 13.4666666666667 792.3 44.8 39.9 0 557.133333333333 19.6 0 223.966666666667 0 0 150.533333333333 86.4 51.4 26.2666666666667 39.9666666666667 219.033333333333 36.3666666666667 14.1333333333333 27.2 0 16.8 0 0 0 15.0333333333333 0 0 0 5.4 5 11.5 0 0 0 0 6.23333333333333 0 0
"TT06DC.39.06" 9.76666666666667 0 10.6666666666667 0 22.4333333333333 0 21.8 0 271.466666666667 0 60.4666666666667 69.7333333333333 0 7.63333333333333 26.5 31.6666666666667 17 11.3666666666667 15.0666666666667 0 0 0 0 0 0 0 23.1666666666667 0 0 0 92.1666666666667 0 0 0 5.73333333333333 15.9333333333333 5.5 24.0333333333333 7.06666666666667 21.3666666666667 35.2333333333333 0 9.06666666666667 5.66666666666667 17.7333333333333 9.16666666666667 10.3666666666667 0 11.0666666666667 16.0333333333333 86.6666666666667 6.7 22.8 7.86666666666667 23.4333333333333 5.8 10.8666666666667 13.5333333333333
"TT06DC.39.07" 10.8666666666667 11.9 0 8.93333333333333 30.7333333333333 0 0 0 229.066666666667 0 48.4666666666667 47.7333333333333 0 5.93333333333333 15.4333333333333 21.6666666666667 16.7666666666667 5.03333333333333 7.9 0 0 0 0 0 0 0 8.36666666666667 0 0 0 43.4333333333333 0 0 0 0 0 0 17.7666666666667 5.66666666666667 12.1666666666667 21.3666666666667 0 6.46666666666667 0 9.8 0 0 0 4.56666666666667 7.96666666666667 36.8 0 8.56666666666667 0 8.8 0 0 0
"TT06DC.39.08" 12.6333333333333 11.2 0 0 23.7 0 23.8 6.83333333333333 227.3 32.3666666666667 134.666666666667 56.6 0 9.56666666666667 45.6 30.6666666666667 0 0 12.5 15.3333333333333 1551.46666666667 180.933333333333 96.4666666666667 38.5666666666667 602.8 34.6666666666667 0 614.1 44.3333333333333 27.3666666666667 185.133333333333 213.1 64.9333333333333 61.0666666666667 124.766666666667 371.833333333333 83.7 14.5333333333333 14.8 0 22.3666666666667 5.33333333333333 0 0 22.4 0 0 0 4.13333333333333 0 6.96666666666667 0 0 0 0 0 0 0
"TT06DC.39.09" 18.2666666666667 0 0 0 17.7333333333333 0 94.1666666666667 0 774.566666666667 16.7 95.2666666666667 50.5666666666667 0 9.56666666666667 44.3 0 0 0 9.4 27.2 1042.6 108.333333333333 40.3333333333333 0 692.5 24.9333333333333 0 564.2 37.1333333333333 28.9666666666667 181.6 129.266666666667 63.7333333333333 50.2666666666667 111.633333333333 329 43.2 9.76666666666667 21.9 0 23.6333333333333 0 0 0 24.2333333333333 0 4.2 0 0 5 12.8666666666667 0 0 0 0 5.06666666666667 0 0
"TT06DC.39.10" 0 15.8 0 0 28.7 0 38.8666666666667 6.96666666666667 244.066666666667 16.8333333333333 70.7 69.0666666666667 0 7.23333333333333 29.1666666666667 25.8 0 0 15.2666666666667 18.4333333333333 1305.2 126.633333333333 54.7 0 760.866666666667 21.6 0 589.7 43.6666666666667 29.6 170.333333333333 148.866666666667 60.4333333333333 40.6 115.233333333333 336.966666666667 57.0666666666667 12.7666666666667 22.2 0 19.9666666666667 0 0 0 19.1666666666667 0 0 0 5.43333333333333 0 6.13333333333333 0 0 0 0 4.13333333333333 0 0
"TT06DC.39.11" 42.7 0 0 0 11.3 0 14.3333333333333 0 1167.83333333333 0 40.1 54.4666666666667 0 13.8333333333333 40.2666666666667 0 0 0 0 28.2333333333333 189.1 27.7333333333333 0 43.8666666666667 260.233333333333 25.8666666666667 0 423.733333333333 27.3333333333333 16.4 99.7 111.766666666667 66.5 37.3666666666667 99.8 285.3 48.8 0 43.5333333333333 0 14.1333333333333 0 0 0 11.5333333333333 0 0 0 0 0 10 0 0 6.2 0 3.33333333333333 0 0
"TT06DC.39.13" 15.0666666666667 0 0 0 16.9666666666667 0 17.9666666666667 5.63333333333333 968.3 0 46.5333333333333 49.6 0 9 43.8 37.2666666666667 26.6 5.23333333333333 12.5666666666667 37.5 0 0 0 0 0 0 52.0666666666667 0 0 0 162.166666666667 0 0 0 0 0 0 11.5 23.3 0 27.6 0 0 0 13.6 9 12.0666666666667 14.2333333333333 6.93333333333333 17.8666666666667 80.1 11.4 23.8333333333333 12.6666666666667 24.5 0 30.2333333333333 31.9333333333333
"TT06DC.39.16" 0 10.2333333333333 0 8.3 0 0 34.5666666666667 4.96666666666667 1076.6 0 96.3666666666667 61.3666666666667 0 9 26.8333333333333 0 0 0 0 18.9 914.166666666667 103.966666666667 49.3333333333333 23.4666666666667 316.8 21.8 0 396.966666666667 31.9666666666667 18.8666666666667 106.566666666667 131.5 59.9 49.1666666666667 103.833333333333 343.266666666667 53.3333333333333 9.76666666666667 17.1 0 16.0333333333333 0 0 0 12.5 0 0 0 0 0 16.5333333333333 0 7.6 0 8.3 0 0 0
"TT06DC.39.17" 15 7.66666666666667 0 0 0 6.3 8.56666666666667 10.7333333333333 127.066666666667 31.4 140.6 42.5666666666667 6.4 11.5333333333333 37.9666666666667 0 31.7666666666667 0 7.9 18.6333333333333 1493.56666666667 154.966666666667 0 0 302.266666666667 34.8333333333333 0 497.933333333333 0 0 124.533333333333 179.5 63.4 58.8 117.366666666667 436.433333333333 75.7333333333333 0 13.3 0 17.7 0 5.63333333333333 0 15.9666666666667 0 0 0 0 0 22.7666666666667 0 10.9 0 10.7666666666667 3.83333333333333 0 0
"TT06DC.39.18" 18.6333333333333 4.5 0 12.5333333333333 42.9666666666667 6 0 0 32.2666666666667 19.1666666666667 110.5 50.2333333333333 0 8.3 24.1 0 0 7.16666666666667 14 27.4666666666667 453.666666666667 37.0666666666667 27.1333333333333 17.5666666666667 143.133333333333 15.3 0 181.2 0 0 89.4 69.6 21.5666666666667 31.1666666666667 32.2666666666667 169.466666666667 30.1666666666667 15.0666666666667 7.3 13.6666666666667 22.8 0 5.7 0 15.3333333333333 8.3 3.5 0 8.16666666666667 9.3 35.8 0 13.7 0 15.3666666666667 3.1 7.56666666666667 10.0666666666667
"TT06DC.39.20" 0 0 0 0 9.76666666666667 0 49 6.7 994.433333333333 17.6 55.2666666666667 61.3333333333333 0 8.9 29.8666666666667 0 0 0 5.9 9 1216.76666666667 153.6 53.8666666666667 37.7 250.633333333333 30.7666666666667 0 689.6 64.8666666666667 20.2333333333333 97.3 154.3 60.7 67.4666666666667 122.8 336.533333333333 53.3 7.8 16.4333333333333 0 15.2333333333333 0 0 0 16.4333333333333 0 0 0 0 4.1 8.26666666666667 0 0 0 0 0 0 0
